question_text,user_id,response
2. Which Mattresses and More location do you shop at?,51173467-ab01-493a-81f3-c40778877280,Cliffmont
4. What is your gender?,515160c4-f6fe-423b-9448-0b4114190c17,male
2. Which Mattresses and More location do you shop at?,515160c4-f6fe-423b-9448-0b4114190c17,Fruitville
3. How old are you?,515160c4-f6fe-423b-9448-0b4114190c17,45-55
5. What is your annual household income?,515160c4-f6fe-423b-9448-0b4114190c17,"60,000 - 80,000"
1. How likely are you to recommend Mattresses and More to a friend?,515160c4-f6fe-423b-9448-0b4114190c17,8
1. How likely are you to recommend Mattresses and More to a friend?,51606172-702e-4a9e-87d6-67c1d15e7bd7,8
1. How likely are you to recommend Mattresses and More to a friend?,517e7481-57c3-46c7-8d72-220cf823ddec,8
2. Which Mattresses and More location do you shop at?,517e7481-57c3-46c7-8d72-220cf823ddec,Fruitville
3. How old are you?,517e7481-57c3-46c7-8d72-220cf823ddec,45-55
1. How likely are you to recommend Mattresses and More to a friend?,52f1b3f6-2599-49f6-bb34-f1bc83112ad8,9
4. What is your gender?,52f1b3f6-2599-49f6-bb34-f1bc83112ad8,female
3. How old are you?,52f1b3f6-2599-49f6-bb34-f1bc83112ad8,55-65
2. Which Mattresses and More location do you shop at?,52f1b3f6-2599-49f6-bb34-f1bc83112ad8,Farmingburg
5. What is your annual household income?,52f1b3f6-2599-49f6-bb34-f1bc83112ad8,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,53b924a3-9fb6-419f-93e0-c757335f2172,7
2. Which Mattresses and More location do you shop at?,53b924a3-9fb6-419f-93e0-c757335f2172,Cliffmont
5. What is your annual household income?,53b924a3-9fb6-419f-93e0-c757335f2172,"40,000 - 60,000"
3. How old are you?,53b924a3-9fb6-419f-93e0-c757335f2172,35-45
4. What is your gender?,53b924a3-9fb6-419f-93e0-c757335f2172,female
2. Which Mattresses and More location do you shop at?,544bdb46-aaf9-4eef-8d33-cf29b034196e,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,544bdb46-aaf9-4eef-8d33-cf29b034196e,9
4. What is your gender?,544bdb46-aaf9-4eef-8d33-cf29b034196e,male
5. What is your annual household income?,544bdb46-aaf9-4eef-8d33-cf29b034196e,"40,000 - 60,000"
3. How old are you?,544bdb46-aaf9-4eef-8d33-cf29b034196e,35-45
1. How likely are you to recommend Mattresses and More to a friend?,54e2a673-7e80-4fc1-b724-0aa29d77cb44,10
2. Which Mattresses and More location do you shop at?,54e58421-69bd-4455-ab9b-7978aca88267,Farmingburg
3. How old are you?,54e58421-69bd-4455-ab9b-7978aca88267,45-55
1. How likely are you to recommend Mattresses and More to a friend?,54e58421-69bd-4455-ab9b-7978aca88267,7
5. What is your annual household income?,552a341f-c2d5-4d96-a314-2991732679de,"Less than 20,000"
3. How old are you?,552a341f-c2d5-4d96-a314-2991732679de,35-45
1. How likely are you to recommend Mattresses and More to a friend?,552a341f-c2d5-4d96-a314-2991732679de,9
4. What is your gender?,552a341f-c2d5-4d96-a314-2991732679de,female
2. Which Mattresses and More location do you shop at?,552a341f-c2d5-4d96-a314-2991732679de,Fruitville
2. Which Mattresses and More location do you shop at?,558c5579-0a7b-4f0b-bc4b-4fe2f9fabd43,Farmingburg
4. What is your gender?,558c5579-0a7b-4f0b-bc4b-4fe2f9fabd43,male
5. What is your annual household income?,558c5579-0a7b-4f0b-bc4b-4fe2f9fabd43,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,558c5579-0a7b-4f0b-bc4b-4fe2f9fabd43,9
3. How old are you?,558c5579-0a7b-4f0b-bc4b-4fe2f9fabd43,65+
1. How likely are you to recommend Mattresses and More to a friend?,56329393-2526-44eb-b2fe-7b845a54744e,8
1. How likely are you to recommend Mattresses and More to a friend?,5657092a-42e4-4c20-a70b-9688eeaa1eaf,7
2. Which Mattresses and More location do you shop at?,57328f15-d0aa-4fef-96c5-8c0a7c35bfc0,Parkdale
1. How likely are you to recommend Mattresses and More to a friend?,57328f15-d0aa-4fef-96c5-8c0a7c35bfc0,8
5. What is your annual household income?,574a9848-edae-417e-8619-1aee7724e762,"Less than 20,000"
1. How likely are you to recommend Mattresses and More to a friend?,574a9848-edae-417e-8619-1aee7724e762,8
2. Which Mattresses and More location do you shop at?,574a9848-edae-417e-8619-1aee7724e762,Fruitville
4. What is your gender?,574a9848-edae-417e-8619-1aee7724e762,female
3. How old are you?,574a9848-edae-417e-8619-1aee7724e762,55-65
2. Which Mattresses and More location do you shop at?,5780a7df-6f1f-41e5-a0c9-e0e1b936775b,Fruitville
4. What is your gender?,5780a7df-6f1f-41e5-a0c9-e0e1b936775b,female
5. What is your annual household income?,5780a7df-6f1f-41e5-a0c9-e0e1b936775b,"60,000 - 80,000"
3. How old are you?,5780a7df-6f1f-41e5-a0c9-e0e1b936775b,65+
1. How likely are you to recommend Mattresses and More to a friend?,5780a7df-6f1f-41e5-a0c9-e0e1b936775b,7
4. What is your gender?,57de2e0c-79e7-48e8-9983-4d38b63f1db3,male
1. How likely are you to recommend Mattresses and More to a friend?,57de2e0c-79e7-48e8-9983-4d38b63f1db3,7
2. Which Mattresses and More location do you shop at?,57de2e0c-79e7-48e8-9983-4d38b63f1db3,Cliffmont
3. How old are you?,57de2e0c-79e7-48e8-9983-4d38b63f1db3,45-55
2. Which Mattresses and More location do you shop at?,587a6662-01e4-4d9f-a5a8-f031eb67d0e9,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,587a6662-01e4-4d9f-a5a8-f031eb67d0e9,10
3. How old are you?,587a6662-01e4-4d9f-a5a8-f031eb67d0e9,45-55
4. What is your gender?,587a6662-01e4-4d9f-a5a8-f031eb67d0e9,female
2. Which Mattresses and More location do you shop at?,5913232a-fdd3-48c2-a56c-a9f08ee6f6ae,Parkdale
4. What is your gender?,5913232a-fdd3-48c2-a56c-a9f08ee6f6ae,female
3. How old are you?,5913232a-fdd3-48c2-a56c-a9f08ee6f6ae,25-35
1. How likely are you to recommend Mattresses and More to a friend?,5913232a-fdd3-48c2-a56c-a9f08ee6f6ae,8
3. How old are you?,59922c45-b4af-4138-a67c-1f6c1bfa407e,45-55
4. What is your gender?,59922c45-b4af-4138-a67c-1f6c1bfa407e,male
1. How likely are you to recommend Mattresses and More to a friend?,59922c45-b4af-4138-a67c-1f6c1bfa407e,9
2. Which Mattresses and More location do you shop at?,59922c45-b4af-4138-a67c-1f6c1bfa407e,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,59ecf973-9d42-49e6-b827-9f1e92d8d290,6
2. Which Mattresses and More location do you shop at?,59ecf973-9d42-49e6-b827-9f1e92d8d290,Fruitville
3. How old are you?,5a193753-fa84-459c-9c55-196875c02107,45-55
4. What is your gender?,5a193753-fa84-459c-9c55-196875c02107,male
2. Which Mattresses and More location do you shop at?,5a193753-fa84-459c-9c55-196875c02107,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,5a193753-fa84-459c-9c55-196875c02107,8
5. What is your annual household income?,5a193753-fa84-459c-9c55-196875c02107,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,5b21ec94-6614-40b0-97d7-11ba93c1a8fe,7
2. Which Mattresses and More location do you shop at?,5b21ec94-6614-40b0-97d7-11ba93c1a8fe,Farmingburg
4. What is your gender?,5b21ec94-6614-40b0-97d7-11ba93c1a8fe,female
3. How old are you?,5b21ec94-6614-40b0-97d7-11ba93c1a8fe,55-65
3. How old are you?,5b4b697d-2686-4a35-842d-e318acd84d80,45-55
4. What is your gender?,5b4b697d-2686-4a35-842d-e318acd84d80,male
2. Which Mattresses and More location do you shop at?,5b4b697d-2686-4a35-842d-e318acd84d80,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,5b4b697d-2686-4a35-842d-e318acd84d80,7
5. What is your annual household income?,5b4b697d-2686-4a35-842d-e318acd84d80,"80,000 - 100,000"
3. How old are you?,5b98a95f-ab11-4d96-af2f-0d40bdda463d,55-65
4. What is your gender?,5b98a95f-ab11-4d96-af2f-0d40bdda463d,male
2. Which Mattresses and More location do you shop at?,5b98a95f-ab11-4d96-af2f-0d40bdda463d,Farmingburg
5. What is your annual household income?,5b98a95f-ab11-4d96-af2f-0d40bdda463d,"80,000 - 100,000"
1. How likely are you to recommend Mattresses and More to a friend?,5b98a95f-ab11-4d96-af2f-0d40bdda463d,7
4. What is your gender?,5be42922-1012-4821-8012-81b36f8a6d6a,female
1. How likely are you to recommend Mattresses and More to a friend?,5be42922-1012-4821-8012-81b36f8a6d6a,8
2. Which Mattresses and More location do you shop at?,5be42922-1012-4821-8012-81b36f8a6d6a,Fruitville
3. How old are you?,5be42922-1012-4821-8012-81b36f8a6d6a,35-45
5. What is your annual household income?,5be42922-1012-4821-8012-81b36f8a6d6a,"60,000 - 80,000"
5. What is your annual household income?,5c8545f1-79cc-4354-be71-1a589d2f67f1,"20,000 - 40,000"
4. What is your gender?,5c8545f1-79cc-4354-be71-1a589d2f67f1,male
3. How old are you?,5c8545f1-79cc-4354-be71-1a589d2f67f1,25-35
1. How likely are you to recommend Mattresses and More to a friend?,5c8545f1-79cc-4354-be71-1a589d2f67f1,9
2. Which Mattresses and More location do you shop at?,5c8545f1-79cc-4354-be71-1a589d2f67f1,Farmingburg
3. How old are you?,5c8f8652-5156-4a84-bc71-8324b1d0b5b8,18-25
2. Which Mattresses and More location do you shop at?,5c8f8652-5156-4a84-bc71-8324b1d0b5b8,Farmingburg
4. What is your gender?,5c8f8652-5156-4a84-bc71-8324b1d0b5b8,male
1. How likely are you to recommend Mattresses and More to a friend?,5c8f8652-5156-4a84-bc71-8324b1d0b5b8,7
2. Which Mattresses and More location do you shop at?,5e11e048-1507-46c8-b803-1cd3ac7d8dff,Parkdale
1. How likely are you to recommend Mattresses and More to a friend?,5e11e048-1507-46c8-b803-1cd3ac7d8dff,7
2. Which Mattresses and More location do you shop at?,5eb336e3-987c-4bda-a690-40615a7ab44c,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,5eb336e3-987c-4bda-a690-40615a7ab44c,8
5. What is your annual household income?,5f1f2127-686c-48e7-b869-b7beb53625f1,"Less than 20,000"
2. Which Mattresses and More location do you shop at?,5f1f2127-686c-48e7-b869-b7beb53625f1,Parkdale
1. How likely are you to recommend Mattresses and More to a friend?,5f1f2127-686c-48e7-b869-b7beb53625f1,8
4. What is your gender?,5f1f2127-686c-48e7-b869-b7beb53625f1,male
3. How old are you?,5f1f2127-686c-48e7-b869-b7beb53625f1,18-25
5. What is your annual household income?,5f30c62c-1422-4b44-97f6-509b9941419b,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,5f30c62c-1422-4b44-97f6-509b9941419b,9
2. Which Mattresses and More location do you shop at?,5f30c62c-1422-4b44-97f6-509b9941419b,Cliffmont
4. What is your gender?,5f30c62c-1422-4b44-97f6-509b9941419b,male
3. How old are you?,5f30c62c-1422-4b44-97f6-509b9941419b,55-65
1. How likely are you to recommend Mattresses and More to a friend?,5f32cf41-ba56-49ff-a9b0-ece56ce54d67,9
2. Which Mattresses and More location do you shop at?,5f32cf41-ba56-49ff-a9b0-ece56ce54d67,Fruitville
4. What is your gender?,5f32cf41-ba56-49ff-a9b0-ece56ce54d67,female
3. How old are you?,5f32cf41-ba56-49ff-a9b0-ece56ce54d67,55-65
5. What is your annual household income?,5f32cf41-ba56-49ff-a9b0-ece56ce54d67,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,5f440efd-bc34-406e-9f30-0116d029e8bf,8
1. How likely are you to recommend Mattresses and More to a friend?,5fc94938-d512-4aa1-b011-f43b4afb153b,9
2. Which Mattresses and More location do you shop at?,5fc94938-d512-4aa1-b011-f43b4afb153b,Fruitville
3. How old are you?,5fcee302-22b6-40c7-a0b1-f1edb876330e,65+
2. Which Mattresses and More location do you shop at?,5fcee302-22b6-40c7-a0b1-f1edb876330e,Parkdale
5. What is your annual household income?,5fcee302-22b6-40c7-a0b1-f1edb876330e,"40,000 - 60,000"
4. What is your gender?,5fcee302-22b6-40c7-a0b1-f1edb876330e,male
1. How likely are you to recommend Mattresses and More to a friend?,5fcee302-22b6-40c7-a0b1-f1edb876330e,9
2. Which Mattresses and More location do you shop at?,6070e94e-ff64-4d6e-9e01-532ac61206ef,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,6070e94e-ff64-4d6e-9e01-532ac61206ef,6
3. How old are you?,607990dd-e021-4934-9701-a45b6d80696f,35-45
2. Which Mattresses and More location do you shop at?,607990dd-e021-4934-9701-a45b6d80696f,Cliffmont
4. What is your gender?,607990dd-e021-4934-9701-a45b6d80696f,female
5. What is your annual household income?,607990dd-e021-4934-9701-a45b6d80696f,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,607990dd-e021-4934-9701-a45b6d80696f,8
1. How likely are you to recommend Mattresses and More to a friend?,60d7ab28-ea1a-43d2-9a67-1d5700855938,6
2. Which Mattresses and More location do you shop at?,60d7ab28-ea1a-43d2-9a67-1d5700855938,Fruitville
3. How old are you?,615bc51d-a41c-4826-b77a-2e6fbdb3ba82,45-55
2. Which Mattresses and More location do you shop at?,615bc51d-a41c-4826-b77a-2e6fbdb3ba82,Fruitville
4. What is your gender?,615bc51d-a41c-4826-b77a-2e6fbdb3ba82,male
1. How likely are you to recommend Mattresses and More to a friend?,615bc51d-a41c-4826-b77a-2e6fbdb3ba82,10
2. Which Mattresses and More location do you shop at?,61abdd99-0b5e-4496-9b3a-53e3ede85c0d,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,61abdd99-0b5e-4496-9b3a-53e3ede85c0d,9
1. How likely are you to recommend Mattresses and More to a friend?,624d6f6d-def0-460f-afde-09bd087dc45e,8
2. Which Mattresses and More location do you shop at?,624d6f6d-def0-460f-afde-09bd087dc45e,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,639dac8c-2c05-4927-8cde-5c97af8b36bd,7
3. How old are you?,639dac8c-2c05-4927-8cde-5c97af8b36bd,25-35
2. Which Mattresses and More location do you shop at?,639dac8c-2c05-4927-8cde-5c97af8b36bd,Fruitville
3. How old are you?,63c7b310-4ad8-4fc9-810c-10a0e3f34d17,65+
5. What is your annual household income?,63c7b310-4ad8-4fc9-810c-10a0e3f34d17,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,63c7b310-4ad8-4fc9-810c-10a0e3f34d17,7
2. Which Mattresses and More location do you shop at?,63c7b310-4ad8-4fc9-810c-10a0e3f34d17,Farmingburg
4. What is your gender?,63c7b310-4ad8-4fc9-810c-10a0e3f34d17,female
2. Which Mattresses and More location do you shop at?,648c1962-d042-4110-913a-3f1acec5bd0a,Cliffmont
4. What is your gender?,648c1962-d042-4110-913a-3f1acec5bd0a,other
3. How old are you?,648c1962-d042-4110-913a-3f1acec5bd0a,25-35
5. What is your annual household income?,648c1962-d042-4110-913a-3f1acec5bd0a,"Less than 20,000"
1. How likely are you to recommend Mattresses and More to a friend?,648c1962-d042-4110-913a-3f1acec5bd0a,8
4. What is your gender?,64d0378d-a450-428b-b259-a3e5a97e0cc9,female
1. How likely are you to recommend Mattresses and More to a friend?,64d0378d-a450-428b-b259-a3e5a97e0cc9,9
5. What is your annual household income?,64d0378d-a450-428b-b259-a3e5a97e0cc9,"40,000 - 60,000"
2. Which Mattresses and More location do you shop at?,64d0378d-a450-428b-b259-a3e5a97e0cc9,Farmingburg
3. How old are you?,64d0378d-a450-428b-b259-a3e5a97e0cc9,25-35
2. Which Mattresses and More location do you shop at?,65c3befc-8b2f-4756-b40b-c5923daf6580,Parkdale
3. How old are you?,65c3befc-8b2f-4756-b40b-c5923daf6580,65+
1. How likely are you to recommend Mattresses and More to a friend?,65c3befc-8b2f-4756-b40b-c5923daf6580,8
5. What is your annual household income?,65c3befc-8b2f-4756-b40b-c5923daf6580,"40,000 - 60,000"
4. What is your gender?,65c3befc-8b2f-4756-b40b-c5923daf6580,male
1. How likely are you to recommend Mattresses and More to a friend?,66607539-e256-461e-8305-b1d1f5967192,8
3. How old are you?,66607539-e256-461e-8305-b1d1f5967192,65+
4. What is your gender?,66607539-e256-461e-8305-b1d1f5967192,male
2. Which Mattresses and More location do you shop at?,66607539-e256-461e-8305-b1d1f5967192,Farmingburg
2. Which Mattresses and More location do you shop at?,67575f39-c18e-4d7c-b01e-e51de571e0d0,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,67575f39-c18e-4d7c-b01e-e51de571e0d0,7
3. How old are you?,67870757-fab3-4fe4-950c-fd360363e4dd,55-65
1. How likely are you to recommend Mattresses and More to a friend?,67870757-fab3-4fe4-950c-fd360363e4dd,8
5. What is your annual household income?,67870757-fab3-4fe4-950c-fd360363e4dd,"20,000 - 40,000"
2. Which Mattresses and More location do you shop at?,67870757-fab3-4fe4-950c-fd360363e4dd,Fruitville
4. What is your gender?,67870757-fab3-4fe4-950c-fd360363e4dd,female
2. Which Mattresses and More location do you shop at?,681b1fb0-672c-4266-94f4-27851b461f75,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,681b1fb0-672c-4266-94f4-27851b461f75,7
1. How likely are you to recommend Mattresses and More to a friend?,68d6dfeb-1b05-49c3-ade3-9a3cadcc8b0a,8
4. What is your gender?,68d6dfeb-1b05-49c3-ade3-9a3cadcc8b0a,female
2. Which Mattresses and More location do you shop at?,68d6dfeb-1b05-49c3-ade3-9a3cadcc8b0a,Parkdale
3. How old are you?,68d6dfeb-1b05-49c3-ade3-9a3cadcc8b0a,55-65
5. What is your annual household income?,68d6dfeb-1b05-49c3-ade3-9a3cadcc8b0a,"100,000+"
2. Which Mattresses and More location do you shop at?,6984ac9c-f13a-41b3-96e2-0a89628721e7,Farmingburg
3. How old are you?,6984ac9c-f13a-41b3-96e2-0a89628721e7,55-65
5. What is your annual household income?,6984ac9c-f13a-41b3-96e2-0a89628721e7,"80,000 - 100,000"
4. What is your gender?,6984ac9c-f13a-41b3-96e2-0a89628721e7,other
1. How likely are you to recommend Mattresses and More to a friend?,6984ac9c-f13a-41b3-96e2-0a89628721e7,8
1. How likely are you to recommend Mattresses and More to a friend?,6a3f6f7e-3152-4eb4-9760-08f9bb8e406b,8
1. How likely are you to recommend Mattresses and More to a friend?,6a58b88a-a356-4e48-acfb-804ffd62b56c,8
2. Which Mattresses and More location do you shop at?,6a58b88a-a356-4e48-acfb-804ffd62b56c,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,6a77b190-ba5f-4fe6-b090-3b8764ed684b,8
2. Which Mattresses and More location do you shop at?,6a77b190-ba5f-4fe6-b090-3b8764ed684b,Fruitville
3. How old are you?,6b4b3a6a-b04d-4288-b15a-96970546e004,18-25
5. What is your annual household income?,6b4b3a6a-b04d-4288-b15a-96970546e004,"80,000 - 100,000"
2. Which Mattresses and More location do you shop at?,6b4b3a6a-b04d-4288-b15a-96970546e004,Farmingburg
4. What is your gender?,6b4b3a6a-b04d-4288-b15a-96970546e004,female
1. How likely are you to recommend Mattresses and More to a friend?,6b4b3a6a-b04d-4288-b15a-96970546e004,7
2. Which Mattresses and More location do you shop at?,6b9750c4-bc5c-4cb0-9508-260819b1f162,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,6b9750c4-bc5c-4cb0-9508-260819b1f162,9
1. How likely are you to recommend Mattresses and More to a friend?,6bf8a0f5-bc29-4de6-a9e3-1a56c81a352d,8
4. What is your gender?,6bf8a0f5-bc29-4de6-a9e3-1a56c81a352d,female
5. What is your annual household income?,6bf8a0f5-bc29-4de6-a9e3-1a56c81a352d,"40,000 - 60,000"
2. Which Mattresses and More location do you shop at?,6bf8a0f5-bc29-4de6-a9e3-1a56c81a352d,Parkdale
3. How old are you?,6bf8a0f5-bc29-4de6-a9e3-1a56c81a352d,45-55
5. What is your annual household income?,6c2d3afc-bb0c-48a2-843c-5fe3a362ad31,"Less than 20,000"
3. How old are you?,6c2d3afc-bb0c-48a2-843c-5fe3a362ad31,55-65
2. Which Mattresses and More location do you shop at?,6c2d3afc-bb0c-48a2-843c-5fe3a362ad31,Fruitville
4. What is your gender?,6c2d3afc-bb0c-48a2-843c-5fe3a362ad31,female
1. How likely are you to recommend Mattresses and More to a friend?,6c2d3afc-bb0c-48a2-843c-5fe3a362ad31,9
3. How old are you?,6e612832-f364-4f16-aff7-e6269fdde1b4,18-25
1. How likely are you to recommend Mattresses and More to a friend?,6e612832-f364-4f16-aff7-e6269fdde1b4,10
4. What is your gender?,6e612832-f364-4f16-aff7-e6269fdde1b4,female
2. Which Mattresses and More location do you shop at?,6e612832-f364-4f16-aff7-e6269fdde1b4,Parkdale
2. Which Mattresses and More location do you shop at?,6e67cdda-03d8-40fd-b86a-f8652ee921dc,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,6e67cdda-03d8-40fd-b86a-f8652ee921dc,8
3. How old are you?,6e67cdda-03d8-40fd-b86a-f8652ee921dc,45-55
4. What is your gender?,6e67cdda-03d8-40fd-b86a-f8652ee921dc,male
5. What is your annual household income?,6fc32712-fb84-4f6b-b56e-21a40fbdf443,"100,000+"
4. What is your gender?,6fc32712-fb84-4f6b-b56e-21a40fbdf443,other
2. Which Mattresses and More location do you shop at?,6fc32712-fb84-4f6b-b56e-21a40fbdf443,Farmingburg
3. How old are you?,6fc32712-fb84-4f6b-b56e-21a40fbdf443,45-55
1. How likely are you to recommend Mattresses and More to a friend?,6fc32712-fb84-4f6b-b56e-21a40fbdf443,8
3. How old are you?,6fc6fdde-33f7-4241-8baf-b80b503c10a2,35-45
4. What is your gender?,6fc6fdde-33f7-4241-8baf-b80b503c10a2,other
2. Which Mattresses and More location do you shop at?,6fc6fdde-33f7-4241-8baf-b80b503c10a2,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,6fc6fdde-33f7-4241-8baf-b80b503c10a2,8
2. Which Mattresses and More location do you shop at?,702f1d03-e564-4e20-ad04-3266f4eebe93,Cliffmont
5. What is your annual household income?,702f1d03-e564-4e20-ad04-3266f4eebe93,"80,000 - 100,000"
1. How likely are you to recommend Mattresses and More to a friend?,702f1d03-e564-4e20-ad04-3266f4eebe93,9
3. How old are you?,702f1d03-e564-4e20-ad04-3266f4eebe93,35-45
4. What is your gender?,702f1d03-e564-4e20-ad04-3266f4eebe93,female
2. Which Mattresses and More location do you shop at?,705da1d1-01ff-4251-a6be-9cd47df0bf04,Parkdale
1. How likely are you to recommend Mattresses and More to a friend?,705da1d1-01ff-4251-a6be-9cd47df0bf04,9
4. What is your gender?,707634dc-6da2-4fa7-bf38-edc94410ff85,male
5. What is your annual household income?,707634dc-6da2-4fa7-bf38-edc94410ff85,"Less than 20,000"
2. Which Mattresses and More location do you shop at?,707634dc-6da2-4fa7-bf38-edc94410ff85,Fruitville
3. How old are you?,707634dc-6da2-4fa7-bf38-edc94410ff85,65+
1. How likely are you to recommend Mattresses and More to a friend?,707634dc-6da2-4fa7-bf38-edc94410ff85,7
4. What is your gender?,70766656-ba72-429a-89fc-309f655b0825,female
5. What is your annual household income?,70766656-ba72-429a-89fc-309f655b0825,"20,000 - 40,000"
3. How old are you?,70766656-ba72-429a-89fc-309f655b0825,35-45
2. Which Mattresses and More location do you shop at?,70766656-ba72-429a-89fc-309f655b0825,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,70766656-ba72-429a-89fc-309f655b0825,6
3. How old are you?,7078854c-ca66-484b-8b22-136316bb4046,65+
5. What is your annual household income?,7078854c-ca66-484b-8b22-136316bb4046,"60,000 - 80,000"
1. How likely are you to recommend Mattresses and More to a friend?,7078854c-ca66-484b-8b22-136316bb4046,8
4. What is your gender?,7078854c-ca66-484b-8b22-136316bb4046,female
2. Which Mattresses and More location do you shop at?,7078854c-ca66-484b-8b22-136316bb4046,Cliffmont
4. What is your gender?,708aa531-38d7-4ade-a7e0-9528248bd681,male
3. How old are you?,708aa531-38d7-4ade-a7e0-9528248bd681,18-25
2. Which Mattresses and More location do you shop at?,708aa531-38d7-4ade-a7e0-9528248bd681,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,708aa531-38d7-4ade-a7e0-9528248bd681,9
2. Which Mattresses and More location do you shop at?,71850799-bd55-4029-aeee-b2d9cea8e10c,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,71850799-bd55-4029-aeee-b2d9cea8e10c,7
4. What is your gender?,71da95e4-dd7f-4b29-aea0-8453bde8ae97,male
3. How old are you?,71da95e4-dd7f-4b29-aea0-8453bde8ae97,45-55
2. Which Mattresses and More location do you shop at?,71da95e4-dd7f-4b29-aea0-8453bde8ae97,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,71da95e4-dd7f-4b29-aea0-8453bde8ae97,6
5. What is your annual household income?,71da95e4-dd7f-4b29-aea0-8453bde8ae97,"Less than 20,000"
2. Which Mattresses and More location do you shop at?,72786f8d-369a-402d-a08f-71f91925400b,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,72786f8d-369a-402d-a08f-71f91925400b,8
2. Which Mattresses and More location do you shop at?,73e7bae5-2809-4ceb-a7ed-5ffaebc4a349,Fruitville
3. How old are you?,73e7bae5-2809-4ceb-a7ed-5ffaebc4a349,45-55
1. How likely are you to recommend Mattresses and More to a friend?,73e7bae5-2809-4ceb-a7ed-5ffaebc4a349,7
5. What is your annual household income?,73e7bae5-2809-4ceb-a7ed-5ffaebc4a349,"60,000 - 80,000"
4. What is your gender?,73e7bae5-2809-4ceb-a7ed-5ffaebc4a349,male
2. Which Mattresses and More location do you shop at?,73fb887a-21e2-4c9c-904f-841406017d06,Farmingburg
3. How old are you?,73fb887a-21e2-4c9c-904f-841406017d06,45-55
1. How likely are you to recommend Mattresses and More to a friend?,73fb887a-21e2-4c9c-904f-841406017d06,9
5. What is your annual household income?,73fb887a-21e2-4c9c-904f-841406017d06,"40,000 - 60,000"
4. What is your gender?,73fb887a-21e2-4c9c-904f-841406017d06,female
2. Which Mattresses and More location do you shop at?,75ed047a-336b-4167-802f-ee2a7fa81979,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,75ed047a-336b-4167-802f-ee2a7fa81979,8
4. What is your gender?,75ed047a-336b-4167-802f-ee2a7fa81979,female
5. What is your annual household income?,75ed047a-336b-4167-802f-ee2a7fa81979,"80,000 - 100,000"
3. How old are you?,75ed047a-336b-4167-802f-ee2a7fa81979,45-55
4. What is your gender?,778b7078-57c5-436f-acea-4919398e4b8c,female
5. What is your annual household income?,778b7078-57c5-436f-acea-4919398e4b8c,"40,000 - 60,000"
2. Which Mattresses and More location do you shop at?,778b7078-57c5-436f-acea-4919398e4b8c,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,778b7078-57c5-436f-acea-4919398e4b8c,7
3. How old are you?,778b7078-57c5-436f-acea-4919398e4b8c,45-55
2. Which Mattresses and More location do you shop at?,77d0887a-179f-4eaf-877f-b35404fe2d7a,Cliffmont
4. What is your gender?,77d0887a-179f-4eaf-877f-b35404fe2d7a,female
5. What is your annual household income?,77d0887a-179f-4eaf-877f-b35404fe2d7a,"20,000 - 40,000"
3. How old are you?,77d0887a-179f-4eaf-877f-b35404fe2d7a,45-55
1. How likely are you to recommend Mattresses and More to a friend?,77d0887a-179f-4eaf-877f-b35404fe2d7a,10
4. What is your gender?,7882a513-ecda-4fa4-a591-e9eff2660bb7,female
3. How old are you?,7882a513-ecda-4fa4-a591-e9eff2660bb7,35-45
2. Which Mattresses and More location do you shop at?,7882a513-ecda-4fa4-a591-e9eff2660bb7,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,7882a513-ecda-4fa4-a591-e9eff2660bb7,7
1. How likely are you to recommend Mattresses and More to a friend?,78a6c33b-4c86-4df0-bdcc-926f876f65d9,9
2. Which Mattresses and More location do you shop at?,78a6c33b-4c86-4df0-bdcc-926f876f65d9,Farmingburg
